PhraseId,Sentiment
201314,3
201315,3
201316,3
201317,3
201318,3
201319,3
201320,3
201321,3
201322,3
201323,3
201324,1
201325,3
201326,3
201327,3
201328,3
201329,3
201330,3
201331,3
201332,3
201333,3
201334,3
201335,3
201336,3
201337,3
201338,3
201339,3
201340,3
201341,3
201342,3
201343,3
201344,3
201345,3
201346,3
201347,3
201348,3
201349,3
201350,3
201351,3
201352,3
201353,3
201354,3
201355,3
201356,3
201357,3
201358,3
201359,3
201360,3
201361,3
201362,3
201363,3
201364,3
201365,3
201366,3
201367,3
201368,3
201369,3
201370,3
201371,3
201372,3
201373,3
201374,3
201375,3
201376,3
201377,3
201378,3
201379,3
201380,3
201381,3
201382,3
201383,3
201384,3
201385,3
201386,3
201387,3
201388,3
201389,3
201390,3
201391,3
201392,3
201393,3
201394,3
201395,3
201396,3
201397,3
201398,3
201399,3
201400,3
201401,1
201402,3
201403,3
201404,3
201405,3
201406,3
201407,3
201408,3
201409,1
201410,3
201411,1
201412,3
201413,3
201414,3
201415,3
201416,3
201417,3
201418,3
201419,3
201420,3
201421,3
201422,3
201423,3
201424,3
201425,3
201426,3
201427,3
201428,1
201429,3
201430,3
201431,3
201432,3
201433,3
201434,3
201435,3
201436,3
201437,3
201438,3
201439,1
201440,3
201441,3
201442,1
201443,3
201444,3
201445,3
201446,3
201447,3
201448,3
201449,3
201450,3
201451,3
201452,3
201453,3
201454,3
201455,3
201456,3
201457,3
201458,3
201459,3
201460,3
201461,3
201462,3
201463,3
201464,3
201465,3
201466,3
201467,3
201468,3
201469,3
201470,1
201471,3
201472,3
201473,3
201474,3
201475,1
201476,3
201477,3
201478,3
201479,3
201480,3
201481,3
201482,3
201483,3
201484,3
201485,3
201486,3
201487,3
201488,3
201489,3
201490,3
201491,3
201492,3
201493,3
201494,3
201495,3
201496,3
201497,3
201498,3
201499,3
201500,3
201501,3
201502,3
201503,3
201504,3
201505,3
201506,3
201507,3
201508,3
201509,3
201510,3
201511,1
201512,3
201513,3
201514,3
201515,3
201516,3
201517,3
201518,3
201519,3
201520,3
201521,3
201522,3
201523,3
201524,3
201525,3
201526,3
201527,3
201528,3
201529,3
201530,3
201531,3
201532,3
201533,3
201534,3
201535,3
201536,3
201537,3
201538,3
201539,3
201540,3
201541,3
201542,3
201543,3
201544,3
201545,3
201546,3
201547,3
201548,3
201549,3
201550,3
201551,3
201552,3
201553,3
201554,3
201555,3
201556,3
201557,3
201558,3
201559,3
201560,3
201561,3
201562,3
201563,3
201564,3
201565,3
201566,3
201567,1
201568,3
201569,3
201570,3
201571,3
201572,3
201573,3
201574,3
201575,3
201576,3
201577,3
201578,3
201579,3
201580,3
201581,3
201582,3
201583,3
201584,3
201585,3
201586,3
201587,3
201588,3
201589,3
201590,3
201591,3
201592,3
201593,3
201594,3
201595,1
201596,3
201597,3
201598,3
201599,3
201600,3
201601,3
201602,3
201603,3
201604,3
201605,3
201606,3
201607,3
201608,3
201609,3
201610,3
201611,3
201612,3
201613,3
201614,3
201615,3
201616,3
201617,3
201618,3
201619,3
201620,1
201621,3
201622,3
201623,3
201624,3
201625,3
201626,3
201627,3
201628,3
201629,3
201630,3
201631,3
201632,3
201633,3
201634,3
201635,3
201636,3
201637,3
201638,3
201639,3
201640,3
201641,3
201642,3
201643,3
201644,3
201645,3
201646,3
201647,3
201648,3
201649,3
201650,3
201651,3
201652,3
201653,3
201654,3
201655,3
201656,3
201657,3
201658,3
201659,3
201660,3
201661,3
201662,3
201663,3
201664,3
201665,3
201666,3
201667,3
201668,3
201669,3
201670,1
201671,3
201672,3
201673,3
201674,3
201675,1
201676,3
201677,3
201678,3
201679,3
201680,3
201681,3
201682,3
201683,3
201684,3
201685,1
201686,3
201687,3
201688,3
201689,3
201690,3
201691,3
201692,3
201693,3
201694,3
201695,3
201696,3
201697,3
201698,3
201699,3
201700,3
201701,3
201702,3
201703,3
201704,3
201705,3
201706,3
201707,3
201708,3
201709,3
201710,3
201711,3
201712,3
201713,3
201714,3
201715,3
201716,1
201717,3
201718,3
201719,1
201720,3
201721,3
201722,3
201723,3
201724,3
201725,3
201726,3
201727,3
201728,3
201729,3
201730,3
201731,3
201732,3
201733,3
201734,3
201735,3
201736,3
201737,3
201738,3
201739,3
201740,3
201741,3
201742,3
201743,3
201744,3
201745,3
201746,3
201747,3
201748,3
201749,1
201750,3
201751,3
201752,3
201753,3
201754,3
201755,3
201756,3
201757,3
201758,3
201759,3
201760,1
201761,3
201762,3
201763,3
201764,3
201765,3
201766,1
201767,3
201768,3
201769,3
201770,3
201771,3
201772,3
201773,3
201774,3
201775,3
201776,3
201777,3
201778,3
201779,3
201780,3
201781,3
201782,3
201783,3
201784,3
201785,1
201786,3
201787,3
201788,3
201789,3
201790,3
201791,1
201792,1
201793,1
201794,3
201795,3
201796,3
201797,3
201798,3
201799,3
201800,3
201801,3
201802,3
201803,3
201804,3
201805,3
201806,3
201807,3
201808,1
201809,3
201810,3
201811,3
201812,3
201813,3
201814,3
201815,3
201816,3
201817,3
201818,3
201819,3
201820,3
201821,3
201822,1
201823,3
201824,3
201825,3
201826,3
201827,3
201828,3
201829,3
201830,3
201831,1
201832,3
201833,3
201834,3
201835,3
201836,3
201837,3
201838,3
201839,3
201840,3
201841,3
201842,3
201843,3
201844,3
201845,3
201846,3
201847,3
201848,3
201849,3
201850,3
201851,3
201852,3
201853,3
201854,3
201855,3
201856,3
201857,3
201858,3
201859,1
201860,3
201861,3
201862,3
201863,3
201864,3
201865,3
201866,3
201867,3
201868,3
201869,3
201870,3
201871,3
201872,3
201873,3
201874,3
201875,3
201876,3
201877,3
201878,1
201879,3
201880,3
201881,3
201882,3
201883,3
201884,3
201885,3
201886,3
201887,3
201888,3
201889,3
201890,3
201891,3
201892,3
201893,3
201894,3
201895,3
201896,3
201897,3
201898,3
201899,3
201900,3
201901,3
201902,3
201903,3
201904,3
201905,3
201906,3
201907,3
201908,3
201909,3
201910,3
201911,3
201912,3
201913,3
201914,3
201915,3
201916,3
201917,3
201918,3
201919,3
201920,3
201921,3
201922,3
201923,3
201924,3
201925,3
201926,3
201927,3
201928,3
201929,3
201930,3
201931,3
201932,3
201933,3
201934,3
201935,3
201936,3
201937,3
201938,3
201939,3
201940,3
201941,3
201942,3
201943,3
201944,3
201945,3
201946,3
201947,3
201948,1
201949,3
201950,3
201951,3
201952,3
201953,3
201954,3
201955,3
201956,3
201957,3
201958,3
201959,3
201960,3
201961,3
201962,3
201963,3
201964,3
201965,3
201966,3
201967,3
201968,3
201969,3
201970,3
201971,3
201972,3
201973,3
201974,3
201975,3
201976,3
201977,3
201978,3
201979,3
201980,3
201981,3
201982,3
201983,3
201984,3
201985,3
201986,3
201987,3
201988,3
201989,3
201990,3
201991,3
201992,3
201993,3
201994,3
201995,3
201996,3
201997,3
201998,3
201999,3
202000,3
202001,3
202002,3
202003,3
202004,3
202005,3
202006,3
202007,3
202008,3
202009,3
202010,3
202011,3
202012,3
202013,3
202014,3
202015,3
202016,3
202017,1
202018,3
202019,3
202020,3
202021,3
202022,1
202023,3
202024,3
202025,3
202026,3
202027,3
202028,3
202029,3
202030,3
202031,3
202032,3
202033,3
202034,3
202035,3
202036,3
202037,3
202038,3
202039,3
202040,3
202041,3
202042,3
202043,3
202044,3
202045,3
202046,3
202047,3
202048,3
202049,3
202050,3
202051,3
202052,3
202053,3
202054,3
202055,3
202056,1
202057,1
202058,1
202059,3
202060,3
202061,3
202062,3
202063,3
202064,3
202065,3
202066,3
202067,3
202068,3
202069,3
202070,3
202071,3
202072,3
202073,3
202074,3
202075,3
202076,3
202077,3
202078,3
202079,3
202080,1
202081,3
202082,3
202083,3
202084,3
202085,3
202086,3
202087,3
202088,3
202089,1
202090,3
202091,3
202092,3
202093,3
202094,3
202095,3
202096,3
202097,3
202098,3
202099,3
202100,3
202101,3
202102,3
202103,3
202104,3
202105,3
202106,3
202107,3
202108,3
202109,3
202110,3
202111,3
202112,1
202113,3
202114,3
202115,3
202116,3
202117,3
202118,3
202119,3
202120,3
202121,3
202122,3
202123,3
202124,3
202125,3
202126,3
202127,3
202128,1
202129,3
202130,3
202131,3
202132,3
202133,3
202134,3
202135,3
202136,3
202137,3
202138,3
202139,3
202140,3
202141,3
202142,3
202143,3
202144,3
202145,3
202146,3
202147,3
202148,3
202149,3
202150,1
202151,1
202152,3
202153,3
202154,3
202155,3
202156,3
202157,3
202158,3
202159,3
202160,3
202161,1
202162,3
202163,3
202164,3
202165,3
202166,3
202167,3
202168,3
202169,3
202170,3
202171,3
202172,3
202173,3
202174,3
202175,3
202176,3
202177,3
202178,3
202179,3
202180,3
202181,3
202182,3
202183,3
202184,3
202185,3
202186,3
202187,3
202188,3
202189,3
202190,3
202191,3
202192,3
202193,3
202194,3
202195,3
202196,3
202197,3
202198,3
202199,3
202200,3
202201,3
202202,3
202203,3
202204,3
202205,3
202206,3
202207,3
202208,3
202209,3
202210,3
202211,3
202212,3
202213,3
202214,3
202215,3
202216,3
202217,3
202218,3
202219,3
202220,3
202221,3
202222,1
202223,3
202224,3
202225,3
202226,3
202227,3
202228,1
202229,3
202230,3
202231,3
202232,1
202233,3
202234,3
202235,3
202236,3
202237,3
202238,3
202239,3
202240,3
202241,3
202242,3
202243,3
202244,3
202245,3
202246,3
202247,3
202248,3
202249,3
202250,1
202251,3
202252,3
202253,3
202254,3
202255,3
202256,3
202257,3
202258,3
202259,3
202260,3
202261,3
202262,3
202263,3
202264,1
202265,3
202266,3
202267,3
202268,3
202269,3
202270,3
202271,3
202272,3
202273,3
202274,3
202275,3
202276,3
202277,3
202278,3
202279,3
202280,3
202281,3
202282,3
202283,3
202284,3
202285,3
202286,3
202287,3
202288,3
202289,3
202290,3
202291,3
202292,3
202293,3
202294,3
202295,3
202296,3
202297,3
202298,3
202299,3
202300,3
202301,3
202302,3
202303,3
202304,3
202305,3
202306,3
202307,3
202308,3
202309,3
202310,3
202311,3
202312,3
202313,3
202314,3
202315,3
202316,3
202317,3
202318,3
202319,3
202320,3
202321,3
202322,3
202323,1
202324,3
202325,3
202326,3
202327,3
202328,3
202329,3
202330,3
202331,3
202332,3
202333,3
202334,3
202335,3
202336,3
202337,3
202338,3
202339,3
202340,1
202341,3
202342,3
202343,3
202344,3
202345,3
202346,1
202347,1
202348,1
202349,3
202350,3
202351,3
202352,3
202353,3
202354,3
202355,3
202356,3
202357,3
202358,3
202359,3
202360,3
202361,3
202362,3
202363,3
202364,3
202365,3
202366,3
202367,3
202368,3
202369,3
202370,3
202371,3
202372,3
202373,3
202374,3
202375,3
202376,3
202377,3
202378,3
202379,3
202380,3
202381,3
202382,3
202383,3
202384,3
202385,3
202386,3
202387,3
202388,3
202389,3
202390,3
202391,3
202392,3
202393,3
202394,3
202395,3
202396,3
202397,3
202398,3
202399,3
202400,3
202401,3
202402,1
202403,3
202404,3
202405,3
202406,3
202407,3
202408,3
202409,3
202410,3
202411,3
202412,3
202413,3
202414,3
202415,1
202416,3
202417,3
202418,3
202419,3
202420,3
202421,3
202422,3
202423,3
202424,3
202425,3
202426,3
202427,3
202428,3
202429,3
202430,3
202431,3
202432,3
202433,3
202434,3
202435,3
202436,3
202437,3
202438,3
202439,3
202440,3
202441,3
202442,3
202443,3
202444,3
202445,3
202446,3
202447,3
202448,3
202449,3
202450,3
202451,1
202452,3
202453,3
202454,3
202455,3
202456,3
202457,3
202458,3
202459,3
202460,3
202461,3
202462,3
202463,3
202464,3
202465,3
202466,3
202467,3
202468,3
202469,3
202470,3
202471,3
202472,3
202473,3
202474,3
202475,3
202476,3
202477,3
202478,3
202479,3
202480,3
202481,3
202482,3
202483,3
202484,3
202485,3
202486,3
202487,3
202488,3
202489,3
202490,3
202491,1
202492,3
202493,3
202494,3
202495,3
202496,3
202497,3
202498,3
202499,3
202500,3
202501,3
202502,3
202503,3
202504,3
202505,3
202506,3
202507,3
202508,3
202509,3
202510,3
202511,3
202512,3
202513,3
202514,3
202515,3
202516,3
202517,3
202518,3
202519,3
202520,3
202521,3
202522,3
202523,3
202524,3
202525,3
202526,3
202527,3
202528,1
202529,3
202530,3
202531,3
202532,3
202533,3
202534,3
202535,3
202536,3
202537,3
202538,3
202539,3
202540,3
202541,3
202542,3
202543,3
202544,3
202545,3
202546,3
202547,3
202548,3
202549,3
202550,3
202551,3
202552,3
202553,3
202554,3
202555,3
202556,3
202557,3
202558,3
202559,3
202560,3
202561,3
202562,3
202563,3
202564,1
202565,3
202566,3
202567,3
202568,3
202569,3
202570,3
202571,3
202572,3
202573,3
202574,3
202575,3
202576,3
202577,3
202578,3
202579,3
202580,3
202581,3
202582,3
202583,3
202584,3
202585,3
202586,3
202587,3
202588,3
202589,3
202590,3
202591,3
202592,3
202593,3
202594,3
202595,3
202596,3
202597,3
202598,3
202599,3
202600,3
202601,3
202602,3
202603,3
202604,3
202605,3
202606,3
202607,3
202608,3
202609,3
202610,3
202611,3
202612,3
202613,3
202614,3
202615,3
202616,3
202617,3
202618,3
202619,3
202620,3
202621,3
202622,3
202623,3
202624,3
202625,3
202626,1
202627,3
202628,3
202629,3
202630,3
202631,3
202632,3
202633,3
202634,3
202635,3
202636,3
202637,3
202638,3
202639,3
202640,3
202641,3
202642,3
202643,3
202644,1
202645,3
202646,3
202647,3
202648,3
202649,3
202650,3
202651,3
202652,3
202653,3
202654,3
202655,3
202656,3
202657,3
202658,3
202659,3
202660,3
202661,3
202662,3
202663,3
202664,3
202665,3
202666,3
202667,3
202668,3
202669,3
202670,3
202671,3
202672,3
202673,1
202674,3
202675,3
202676,3
202677,3
202678,3
202679,3
202680,1
202681,3
202682,3
202683,3
202684,1
202685,3
202686,3
202687,3
202688,3
202689,3
202690,3
202691,3
202692,3
202693,3
202694,3
202695,3
202696,3
202697,3
202698,3
202699,3
202700,3
202701,3
202702,3
202703,3
202704,1
202705,3
202706,1
202707,3
202708,3
202709,3
202710,3
202711,3
202712,3
202713,3
202714,3
202715,3
202716,3
202717,3
202718,3
202719,3
202720,3
202721,3
202722,3
202723,3
202724,3
202725,3
202726,3
202727,1
202728,3
202729,3
202730,3
202731,3
202732,3
202733,3
202734,3
202735,3
202736,3
202737,3
202738,3
202739,3
202740,3
202741,3
202742,3
202743,3
202744,3
202745,3
202746,3
202747,3
202748,3
202749,3
202750,3
202751,3
202752,1
202753,3
202754,3
202755,3
202756,3
202757,3
202758,3
202759,3
202760,3
202761,3
202762,3
202763,3
202764,3
202765,3
202766,3
202767,3
202768,3
202769,3
202770,3
202771,3
202772,3
202773,3
202774,3
202775,3
202776,3
202777,3
202778,3
202779,3
202780,3
202781,3
202782,3
202783,3
202784,3
202785,3
202786,3
202787,3
202788,3
202789,3
202790,3
202791,3
202792,3
202793,3
202794,3
202795,3
202796,1
202797,3
202798,3
202799,3
202800,3
202801,3
202802,3
202803,3
202804,3
202805,3
202806,3
202807,3
202808,3
202809,3
202810,3
202811,3
202812,3
202813,3
202814,3
202815,3
202816,3
202817,3
202818,3
202819,3
202820,3
202821,3
202822,3
202823,3
202824,3
202825,3
202826,3
202827,3
202828,3
202829,3
202830,3
202831,1
202832,3
202833,3
202834,3
202835,3
202836,3
202837,3
202838,3
202839,3
202840,3
202841,3
202842,3
202843,3
202844,3
202845,3
202846,3
202847,3
202848,3
202849,3
202850,3
202851,3
202852,3
202853,3
202854,3
202855,3
202856,3
202857,3
202858,3
202859,3
202860,3
202861,3
202862,3
202863,3
202864,3
202865,3
202866,3
202867,3
202868,3
202869,3
202870,3
202871,3
202872,3
202873,1
202874,3
202875,3
202876,3
202877,3
202878,3
202879,3
202880,3
202881,3
202882,3
202883,3
202884,3
202885,3
202886,3
202887,3
202888,1
202889,1
202890,1
202891,3
202892,3
202893,1
202894,3
202895,3
202896,3
202897,3
202898,3
202899,3
202900,3
202901,1
202902,3
202903,3
202904,3
202905,1
202906,3
202907,3
202908,3
202909,3
202910,3
202911,3
202912,3
202913,3
202914,3
202915,3
202916,3
202917,3
202918,3
202919,1
202920,3
202921,3
202922,3
202923,3
202924,3
202925,3
202926,3
202927,3
202928,3
202929,3
202930,3
202931,3
202932,3
202933,3
202934,3
202935,3
202936,3
202937,3
202938,3
202939,3
202940,1
202941,3
202942,3
202943,3
202944,3
202945,3
202946,3
202947,3
202948,3
202949,3
202950,3
202951,3
202952,3
202953,3
202954,3
202955,3
202956,3
202957,3
202958,1
202959,3
202960,3
202961,3
202962,3
202963,3
202964,3
202965,3
202966,3
202967,3
202968,3
202969,3
202970,3
202971,3
202972,3
202973,3
202974,3
202975,3
202976,3
202977,3
202978,3
202979,3
202980,3
202981,3
202982,3
202983,3
202984,3
202985,3
202986,3
202987,3
202988,3
202989,3
202990,3
202991,3
202992,3
202993,3
202994,3
202995,3
202996,3
202997,1
202998,3
202999,3
203000,3
203001,3
203002,3
203003,3
203004,1
203005,1
203006,1
203007,3
203008,3
203009,3
203010,3
203011,3
203012,3
203013,3
203014,3
203015,3
203016,1
203017,3
203018,3
203019,3
203020,3
203021,3
203022,3
203023,3
203024,3
203025,3
203026,3
203027,3
203028,3
203029,3
203030,3
203031,3
203032,3
203033,3
203034,3
203035,1
203036,3
203037,3
203038,3
203039,3
203040,3
203041,3
203042,3
203043,3
203044,3
203045,3
203046,3
203047,3
203048,3
203049,3
203050,3
203051,3
203052,3
203053,3
203054,3
203055,3
203056,3
203057,3
203058,1
203059,3
203060,3
203061,3
203062,3
203063,3
203064,3
203065,3
203066,3
203067,3
203068,3
203069,3
203070,3
203071,3
203072,3
203073,3
203074,3
203075,3
203076,3
203077,3
203078,3
203079,3
203080,3
203081,3
203082,3
203083,3
203084,3
203085,3
203086,3
203087,3
203088,3
203089,3
203090,3
203091,3
203092,3
203093,3
203094,3
203095,3
203096,3
203097,3
203098,3
203099,3
203100,3
203101,3
203102,3
203103,3
203104,3
203105,3
203106,3
203107,3
203108,3
203109,3
203110,3
203111,3
203112,3
203113,1
203114,3
203115,3
203116,3
203117,3
203118,3
203119,3
203120,3
203121,3
203122,3
203123,3
203124,3
203125,3
203126,3
203127,3
203128,3
203129,3
203130,1
203131,3
203132,3
203133,3
203134,3
203135,3
203136,3
203137,3
203138,3
203139,3
203140,3
203141,3
203142,3
203143,3
203144,3
203145,3
203146,3
203147,3
203148,3
203149,1
203150,3
203151,3
203152,3
203153,3
203154,3
203155,1
203156,3
203157,3
203158,3
203159,3
203160,3
203161,3
203162,3
203163,3
203164,3
203165,3
203166,3
203167,1
203168,3
203169,3
203170,3
203171,3
203172,3
203173,3
203174,3
203175,3
203176,3
203177,3
203178,3
203179,3
203180,3
203181,3
203182,3
203183,3
203184,3
203185,3
203186,3
203187,3
203188,3
203189,3
203190,3
203191,3
203192,3
203193,3
203194,3
203195,3
203196,3
203197,3
203198,3
203199,3
203200,3
203201,3
203202,3
203203,3
203204,3
203205,3
203206,3
203207,3
203208,3
203209,3
203210,3
203211,3
203212,3
203213,3
203214,3
203215,3
203216,3
203217,3
203218,3
203219,3
203220,3
203221,3
203222,3
203223,3
203224,3
203225,3
203226,3
203227,3
203228,3
203229,3
203230,3
203231,3
203232,3
203233,3
203234,3
203235,3
203236,3
203237,3
203238,3
203239,3
203240,3
203241,3
203242,3
203243,3
203244,3
203245,3
203246,3
203247,3
203248,3
203249,3
203250,3
203251,3
203252,3
203253,3
203254,3
203255,1
203256,3
203257,3
203258,3
203259,3
203260,3
203261,3
203262,3
203263,3
203264,3
203265,3
203266,3
203267,3
203268,3
203269,3
203270,3
203271,3
203272,3
203273,3
203274,3
203275,3
203276,3
203277,3
203278,3
203279,3
203280,3
203281,3
203282,3
203283,3
203284,3
203285,3
203286,3
203287,3
203288,3
203289,3
203290,3
203291,3
203292,3
203293,3
203294,3
203295,3
203296,3
203297,3
203298,3
203299,3
203300,3
203301,3
203302,3
203303,3
203304,3
203305,3
203306,3
203307,3
203308,3
203309,3
203310,3
203311,3
203312,3
203313,3
203314,3
203315,3
203316,3
203317,3
203318,3
203319,3
203320,3
203321,3
203322,3
203323,3
203324,3
203325,3
203326,3
203327,3
203328,3
203329,3
203330,3
203331,3
203332,3
203333,3
203334,3
203335,3
203336,3
203337,3
203338,3
203339,3
203340,3
203341,3
203342,3
203343,3
203344,3
203345,3
203346,3
203347,3
203348,3
203349,3
203350,3
203351,1
203352,3
203353,3
203354,3
203355,3
203356,3
203357,3
203358,3
203359,3
203360,3
203361,3
203362,3
203363,3
203364,3
203365,3
203366,3
203367,3
203368,3
203369,3
203370,3
203371,3
203372,3
203373,3
203374,3
203375,3
203376,3
203377,3
203378,3
203379,3
203380,3
203381,3
203382,3
203383,3
203384,1
203385,1
203386,1
203387,3
203388,3
203389,3
203390,1
203391,3
203392,3
203393,3
203394,3
203395,3
203396,3
203397,3
203398,3
203399,3
203400,3
203401,3
203402,3
203403,3
203404,3
203405,3
203406,3
203407,3
203408,3
203409,3
203410,3
203411,3
203412,3
203413,1
203414,3
203415,3
203416,3
203417,3
203418,3
203419,3
203420,1
203421,3
203422,3
203423,3
203424,3
203425,3
203426,3
203427,3
203428,3
203429,3
203430,3
203431,3
203432,3
203433,3
203434,3
203435,3
203436,3
203437,3
203438,3
203439,3
203440,3
203441,3
203442,3
203443,3
203444,3
203445,3
203446,3
203447,3
203448,3
203449,3
203450,3
203451,3
203452,3
203453,3
203454,1
203455,3
203456,3
203457,3
203458,3
203459,3
203460,3
203461,3
203462,3
203463,3
203464,3
203465,3
203466,3
203467,3
203468,3
203469,3
203470,3
203471,3
203472,3
203473,3
203474,3
203475,3
203476,3
203477,3
203478,3
203479,3
203480,3
203481,3
203482,3
203483,3
203484,3
203485,3
203486,3
203487,3
203488,3
203489,3
203490,3
203491,3
203492,3
203493,3
203494,3
203495,3
203496,3
203497,3
203498,3
203499,3
203500,3
203501,3
203502,3
203503,3
203504,3
203505,3
203506,3
203507,3
203508,3
203509,3
203510,3
203511,3
203512,3
203513,3
203514,3
203515,3
203516,3
203517,3
203518,3
203519,3
203520,3
203521,3
203522,3
203523,3
203524,3
203525,3
203526,3
203527,3
203528,3
203529,3
203530,3
203531,3
203532,3
203533,3
203534,3
203535,3
203536,3
203537,3
203538,3
203539,3
203540,3
203541,3
203542,3
203543,3
203544,3
203545,3
203546,3
203547,1
203548,3
203549,3
203550,3
203551,3
203552,3
203553,3
203554,3
203555,3
203556,3
203557,3
203558,3
203559,3
203560,3
203561,3
203562,3
203563,3
203564,3
203565,3
203566,3
203567,3
203568,3
203569,3
203570,3
203571,3
203572,3
203573,3
203574,3
203575,3
203576,3
203577,3
203578,3
203579,3
203580,3
203581,3
203582,1
203583,3
203584,3
203585,3
203586,3
203587,3
203588,3
203589,3
203590,3
203591,3
203592,3
203593,3
203594,3
203595,3
203596,3
203597,3
203598,3
203599,3
203600,3
203601,3
203602,3
203603,3
203604,3
203605,3
203606,3
203607,3
203608,3
203609,3
203610,3
203611,3
203612,3
203613,3
203614,1
203615,3
203616,3
203617,3
203618,3
203619,3
203620,3
203621,3
203622,3
203623,3
203624,3
203625,3
203626,3
203627,3
203628,3
203629,3
203630,3
203631,3
203632,3
203633,3
203634,3
203635,3
203636,3
203637,3
203638,3
203639,3
203640,3
203641,3
203642,3
203643,3
203644,3
203645,3
203646,3
203647,3
203648,3
203649,3
203650,3
203651,3
203652,3
203653,3
203654,3
203655,1
203656,3
203657,3
203658,3
203659,3
203660,3
203661,1
203662,3
203663,3
203664,3
203665,3
203666,3
203667,3
203668,3
203669,3
203670,3
203671,3
203672,3
203673,3
203674,3
203675,3
203676,1
203677,3
203678,3
203679,3
203680,3
203681,3
203682,3
203683,3
203684,3
203685,3
203686,3
203687,3
203688,3
203689,3
203690,3
203691,3
203692,3
203693,3
203694,3
203695,3
203696,3
203697,3
203698,3
203699,3
203700,3
203701,3
203702,3
203703,3
203704,3
203705,3
203706,3
203707,3
203708,3
203709,3
203710,1
203711,3
203712,3
203713,3
203714,3
203715,3
203716,3
203717,3
203718,3
203719,3
203720,3
203721,3
203722,3
203723,3
203724,3
203725,3
203726,3
203727,3
203728,3
203729,3
203730,3
203731,3
203732,3
203733,3
203734,3
203735,3
203736,3
203737,3
203738,3
203739,3
203740,3
203741,3
203742,3
203743,3
203744,3
203745,3
203746,3
203747,3
203748,1
203749,3
203750,3
203751,3
203752,3
203753,3
203754,3
203755,3
203756,3
203757,3
203758,3
203759,3
203760,3
203761,3
203762,3
203763,3
203764,3
203765,3
203766,3
203767,3
203768,3
203769,3
203770,3
203771,3
203772,3
203773,3
203774,3
203775,3
203776,3
203777,3
203778,3
203779,3
203780,3
203781,3
203782,3
203783,3
203784,3
203785,3
203786,3
203787,3
203788,3
203789,3
203790,3
203791,3
203792,3
203793,3
203794,3
203795,3
203796,3
203797,3
203798,3
203799,3
203800,3
203801,3
203802,3
203803,3
203804,3
203805,3
203806,3
203807,3
203808,3
203809,3
203810,3
203811,3
203812,3
203813,3
203814,3
203815,3
203816,3
203817,3
203818,3
203819,3
203820,1
203821,3
203822,3
203823,3
203824,3
203825,3
203826,3
203827,3
203828,1
203829,3
203830,3
203831,3
203832,3
203833,3
203834,3
203835,3
203836,3
203837,3
203838,3
203839,3
203840,3
203841,3
203842,3
203843,3
203844,3
203845,3
203846,3
203847,3
203848,3
203849,3
203850,3
203851,3
203852,3
203853,3
203854,3
203855,3
